#NettingSet,Date,Time,CollateralBalance,COLVA Increment,COLVA,CollateralFloor Increment,CollateralFloor
CPTY_A,#N/A,#N/A,#N/A,#N/A,-3388.7133,#N/A,-325923.9081
CPTY_A,2016-02-19,0.0383,201451.8940,-7.8346,-7.8346,-26.8055,-26.8055
CPTY_A,2016-03-04,0.0765,576262.3717,-22.4141,-30.2487,-101.7414,-128.5470
CPTY_A,2016-03-18,0.1148,720907.2880,-28.0465,-58.2951,-155.6270,-284.1740
CPTY_A,2016-04-01,0.1530,966596.7291,-37.6049,-95.9000,-186.8724,-471.0463
CPTY_A,2016-04-15,0.1913,1028396.3672,-40.0219,-135.9219,-244.7757,-715.8221
CPTY_A,2016-04-29,0.2295,1067115.3081,-41.5522,-177.4741,-320.5677,-1036.3898
CPTY_A,2016-05-13,0.2678,935420.6660,-36.4539,-213.9280,-323.1555,-1359.5453
CPTY_A,2016-05-27,0.3060,932983.3456,-36.3753,-250.3033,-364.2789,-1723.8242
CPTY_A,2016-06-10,0.3443,924628.3820,-36.0958,-286.3991,-437.7229,-2161.5471
CPTY_A,2016-06-24,0.3825,994985.4762,-38.8562,-325.2553,-438.5219,-2600.0690
CPTY_A,2016-07-08,0.4208,1026204.6065,-40.1055,-365.3608,-487.5159,-3087.5850
CPTY_A,2016-07-22,0.4590,1055855.7931,-41.2670,-406.6278,-489.0157,-3576.6007
CPTY_A,2016-08-05,0.4973,909965.0550,-35.5778,-442.2056,-436.5178,-4013.1185
CPTY_A,2016-08-19,0.5355,962731.8180,-37.6570,-479.8625,-435.9448,-4449.0632
CPTY_A,2016-09-02,0.5738,1091563.5537,-42.6718,-522.5344,-429.9523,-4879.0156
CPTY_A,2016-09-16,0.6120,976660.2498,-38.2678,-560.8022,-470.1361,-5349.1516
CPTY_A,2016-09-30,0.6503,944928.2332,-36.9913,-597.7935,-407.9687,-5757.1203
CPTY_A,2016-10-14,0.6885,927112.2954,-36.4016,-634.1951,-499.2024,-6256.3228
CPTY_A,2016-10-28,0.7268,923418.4790,-36.3095,-670.5046,-514.1120,-6770.4348
CPTY_A,2016-11-14,0.7732,843707.5079,-40.5115,-711.0162,-778.0378,-7548.4725
CPTY_A,2016-11-25,0.8033,843174.6844,-26.1749,-737.1910,-478.1912,-8026.6637
CPTY_A,2016-12-09,0.8415,880785.8186,-34.8480,-772.0391,-683.4026,-8710.0663
