#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FloorStrike,CapStrike,FloorVolatility,CapVolatility
EquitySwap_1,EquitySwap,1,0,2016-05-05,Interest,2351222.1299,USD,-0.0235122213,0.2500000000,2016-02-05,2016-05-05,0.0000,2016-05-05,2144.8554059173,100000000.0000,0.9979318366,2346359.4183286428,#N/A,#N/A,#N/A,#N/A
EquitySwap_1,EquitySwap,2,0,2016-08-05,Interest,274913.8664,USD,-0.0028153334,0.2555555556,2016-05-05,2016-08-05,0.0000,2016-08-05,2138.8169228423,97648777.8701,0.9954641984,273666.9116275950,#N/A,#N/A,#N/A,#N/A
EquitySwap_1,EquitySwap,3,0,2016-11-07,Interest,354513.8518,USD,-0.0036407496,0.2611111111,2016-08-05,2016-11-07,0.0000,2016-11-07,2131.0300260879,97373864.0037,0.9929260580,352006.0413499442,#N/A,#N/A,#N/A,#N/A
EquitySwap_1,EquitySwap,4,0,2017-02-06,Interest,355925.9960,USD,-0.0036686083,0.2527777778,2016-11-07,2017-02-06,0.0000,2017-02-06,2123.2121115854,97019350.1520,0.9901032900,352403.4996365538,#N/A,#N/A,#N/A,#N/A
EquitySwap_1,EquitySwap,5,0,2017-05-05,Interest,378290.0827,USD,-0.0039134770,0.2444444444,2017-02-06,2017-05-05,0.0000,2017-05-05,2114.9029699180,96663424.1559,0.9861866989,373064.6479102574,#N/A,#N/A,#N/A,#N/A
EquitySwap_1,EquitySwap,6,0,2017-08-07,Interest,458688.2469,USD,-0.0047638532,0.2611111111,2017-05-05,2017-08-07,0.0000,2017-08-07,2104.8278825739,96285134.0732,0.9819756659,450420.6967181157,#N/A,#N/A,#N/A,#N/A
EquitySwap_1,EquitySwap,7,0,2017-11-06,Interest,399545.8762,USD,-0.0041694740,0.2527777778,2017-08-07,2017-11-06,0.0000,2017-11-06,2096.0518574025,95826445.8263,0.9779161579,390722.3681784245,#N/A,#N/A,#N/A,#N/A
EquitySwap_1,EquitySwap,8,0,2018-02-05,Interest,266912.7252,USD,-0.0027970386,0.2527777778,2017-11-06,2018-02-05,0.0000,2018-02-05,2090.1891193934,95426899.9500,0.9738734320,259939.2117276151,#N/A,#N/A,#N/A,#N/A
EquitySwap_1,EquitySwap,9,0,2018-05-07,Interest,270970.4119,USD,-0.0028475247,0.2527777778,2018-02-05,2018-05-07,0.0000,2018-05-07,2084.2372542954,95159987.2248,0.9696033695,262733.8244436729,#N/A,#N/A,#N/A,#N/A
EquitySwap_1,EquitySwap,10,0,2018-08-06,Interest,271107.9577,USD,-0.0028571058,0.2527777778,2018-05-07,2018-08-06,0.0000,2018-08-06,2078.2823680048,94889016.8129,0.9653408597,261711.5889378498,#N/A,#N/A,#N/A,#N/A
