#TradeId,Date,Time,EPE,ENE,AllocatedEPE,AllocatedENE,PFE,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
07_FXFWD_5Y_5C,2025-09-30,0.000000,0,478553,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2025-10-30,0.082192,0,478992,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2025-12-01,0.169863,0,477737,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2025-12-30,0.249315,0,479196,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2026-01-30,0.334247,0,478492,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2026-03-02,0.419178,0,477862,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2026-03-30,0.495890,0,478334,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2026-04-30,0.580822,0,481005,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2026-06-01,0.668493,0,480876,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2026-06-30,0.747945,0,479668,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2026-07-30,0.830137,0,479378,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2026-08-31,0.917808,0,479129,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2026-09-30,1.000000,0,479514,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2026-10-30,1.082192,0,481305,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2026-11-30,1.167123,0,480925,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2026-12-30,1.249315,0,480803,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2027-02-01,1.339726,0,480682,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2027-03-01,1.416438,0,482082,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2027-03-30,1.495890,0,480737,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2027-04-30,1.580822,0,478613,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2027-06-01,1.668493,0,478766,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2027-06-30,1.747945,0,479972,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2027-07-30,1.830137,0,478902,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2027-08-30,1.915068,0,479303,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2027-09-30,2.000000,0,480109,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2027-11-01,2.087671,0,481214,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2027-11-30,2.167123,0,481788,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2027-12-30,2.249315,0,482723,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2028-01-31,2.336762,0,481099,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2028-02-29,2.415997,0,480839,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2028-03-30,2.497964,0,478967,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2028-05-02,2.588128,0,478355,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2028-05-30,2.664631,0,479112,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2028-06-30,2.749330,0,480136,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2028-07-31,2.834029,0,479902,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2028-08-30,2.915997,0,479941,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2028-10-02,3.006161,0,478407,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2028-10-30,3.082663,0,478698,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2028-11-30,3.167363,0,479751,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2029-01-02,3.257534,0,480687,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2029-01-30,3.334247,0,480775,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2029-02-28,3.413699,0,481124,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2029-04-03,3.506849,0,480781,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2029-04-30,3.580822,0,482795,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2029-05-30,3.663014,0,485219,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2029-07-02,3.753425,0,484651,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2029-07-30,3.830137,0,483403,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2029-08-30,3.915068,0,482225,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2029-10-01,4.002740,0,481480,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2029-10-30,4.082192,0,481899,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2029-11-30,4.167123,0,482698,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2029-12-31,4.252055,0,483168,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2030-01-30,4.334247,0,483254,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2030-02-28,4.413699,0,483250,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2030-04-01,4.501370,0,482427,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2030-04-30,4.580822,0,483081,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2030-05-30,4.663014,0,482860,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2030-07-01,4.750685,0,485856,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2030-07-30,4.830137,0,485402,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2030-08-30,4.915068,0,482880,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2030-09-30,5.000000,0,485545,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2030-10-30,5.082192,0,0,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2030-12-02,5.172603,0,0,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2030-12-30,5.249315,0,0,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2031-01-30,5.334247,0,0,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2031-02-28,5.413699,0,0,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2031-03-31,5.498630,0,0,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2031-04-30,5.580822,0,0,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2031-05-30,5.663014,0,0,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2031-06-30,5.747945,0,0,0,0,0,0,0,0.00,0.00
07_FXFWD_5Y_5C,2031-07-30,5.830137,0,0,0,0,0,0,0,0.00,0.00
