Id,NettingSet,DateIndex,Date,Sample,Depth,Value
FXFWD_EURUSD_10Y,CPTY_A,0,2016-02-05,0,0,179381.6719
FX_CALL_OPTION_EURUSD_10Y,CPTY_A,0,2016-02-05,0,0,255096.9531
FX_PUT_OPTION_EURUSD_10Y,CPTY_A,0,2016-02-05,0,0,75715.2734
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,1,0,180188.3125
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,2,0,151096.6719
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,3,0,211399.3594
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,4,0,181225.8594
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,5,0,138215.3906
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,6,0,184426.3438
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,7,0,215313.6719
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,8,0,137989.5156
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,9,0,201282.4062
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,10,0,31662.9707
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,11,0,366347.2188
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,12,0,134567.1250
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,13,0,286105.4688
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,14,0,100109.8047
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,15,0,152321.2188
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,16,0,192091.8438
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,17,0,139309.7812
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,18,0,65066.2031
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,19,0,248841.5625
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,20,0,171148.0469
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,21,0,266293.2500
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,22,0,133223.0000
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,23,0,187440.7969
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,24,0,228290.5000
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,25,0,17957.6836
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,26,0,258294.3438
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,27,0,250598.8281
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,28,0,186773.8125
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,29,0,136296.1562
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,30,0,253761.4219
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,31,0,128973.2266
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,32,0,225552.0000
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,33,0,69163.4453
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,34,0,175309.7969
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,35,0,282568.1250
FXFWD_EURUSD_10Y,CPTY_A,1,2016-05-06,36,0,149165.7812
