#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility
OIS,Swap,1,0,2024-09-23,Interest,422.7356,GBP,0.0420400000,1.0055555556,2023-09-21,2024-09-23,0.0000,#N/A,#N/A,10000.0000,0.9479684283,400.7399602034,1.0000000000,400.7399602034,GBP,#N/A,#N/A,#N/A,#N/A
OIS,Swap,2,0,2025-09-22,Interest,419.2322,GBP,0.0420400000,0.9972222222,2024-09-23,2025-09-22,0.0000,#N/A,#N/A,10000.0000,0.9045448686,379.2143553694,1.0000000000,379.2143553694,GBP,#N/A,#N/A,#N/A,#N/A
OIS,Swap,3,0,2026-09-21,Interest,419.2322,GBP,0.0420400000,0.9972222222,2025-09-22,2026-09-21,0.0000,#N/A,#N/A,10000.0000,0.8677609174,363.7933377509,1.0000000000,363.7933377509,GBP,#N/A,#N/A,#N/A,#N/A
OIS,Swap,4,0,2027-09-21,Interest,420.4000,GBP,0.0420400000,1.0000000000,2026-09-21,2027-09-21,0.0000,#N/A,#N/A,10000.0000,0.8344275439,350.7933394539,1.0000000000,350.7933394539,GBP,#N/A,#N/A,#N/A,#N/A
OIS,Swap,5,0,2028-09-21,Interest,420.4000,GBP,0.0420400000,1.0000000000,2027-09-21,2028-09-21,0.0000,#N/A,#N/A,10000.0000,0.8034762819,337.7814288940,1.0000000000,337.7814288940,GBP,#N/A,#N/A,#N/A,#N/A
OIS,Swap,6,0,2029-09-21,Interest,420.4000,GBP,0.0420400000,1.0000000000,2028-09-21,2029-09-21,0.0000,#N/A,#N/A,10000.0000,0.7742551570,325.4968680105,1.0000000000,325.4968680105,GBP,#N/A,#N/A,#N/A,#N/A
OIS,Swap,7,0,2030-09-23,Interest,422.7356,GBP,0.0420400000,1.0055555556,2029-09-21,2030-09-23,0.0000,#N/A,#N/A,10000.0000,0.7460061638,315.3633301142,1.0000000000,315.3633301142,GBP,#N/A,#N/A,#N/A,#N/A
OIS,Swap,8,0,2031-09-22,Interest,419.2322,GBP,0.0420400000,0.9972222222,2030-09-23,2031-09-22,0.0000,#N/A,#N/A,10000.0000,0.7187180414,301.3097616290,1.0000000000,301.3097616290,GBP,#N/A,#N/A,#N/A,#N/A
OIS,Swap,9,0,2032-09-21,Interest,419.2322,GBP,0.0420400000,0.9972222222,2031-09-22,2032-09-21,0.0000,#N/A,#N/A,10000.0000,0.6918076316,290.0280507545,1.0000000000,290.0280507545,GBP,#N/A,#N/A,#N/A,#N/A
OIS,Swap,10,0,2033-09-21,Interest,420.4000,GBP,0.0420400000,1.0000000000,2032-09-21,2033-09-21,0.0000,#N/A,#N/A,10000.0000,0.6652977580,279.6911774804,1.0000000000,279.6911774804,GBP,#N/A,#N/A,#N/A,#N/A
OIS,Swap,1,1,2024-03-21,Interest,-234.2876,GBP,0.0469862511,0.4986301370,2023-09-21,2024-03-21,0.0000,2023-09-18,0.0469862511,10000.0000,0.9739748722,-228.1902434955,1.0000000000,-228.1902434955,GBP,#N/A,#N/A,#N/A,#N/A
OIS,Swap,2,1,2024-09-23,InterestProjected,-273.0912,GBP,0.0535904839,0.5095890411,2024-03-21,2024-09-23,0.0000,2024-03-18,0.0535904839,10000.0000,0.9479684283,-258.8818667901,1.0000000000,-258.8818667901,GBP,#N/A,#N/A,#N/A,#N/A
OIS,Swap,3,1,2025-03-21,InterestProjected,-264.0141,GBP,0.0538352850,0.4904109589,2024-09-23,2025-03-21,0.0000,2024-09-18,0.0538352850,10000.0000,0.9258662750,-244.4417859763,1.0000000000,-244.4417859763,GBP,#N/A,#N/A,#N/A,#N/A
