#TradeId,Factor,Up/Down,Base NPV,Scenario NPV,Difference
SWAP_EUR,DiscountCurve/EUR/0/6M,Up,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/1/1Y,Up,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/2/2Y,Up,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/3/3Y,Up,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/4/5Y,Up,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/5/7Y,Up,-262631.05,-262595.59,35.46
SWAP_EUR,DiscountCurve/EUR/6/10Y,Up,-262631.05,-262409.75,221.30
SWAP_EUR,DiscountCurve/EUR/7/15Y,Up,-262631.05,-262215.79,415.26
SWAP_EUR,DiscountCurve/EUR/8/20Y,Up,-262631.05,-262403.40,227.65
SWAP_EUR,DiscountCurve/EUR/0/6M,Down,-262631.05,-262631.10,-0.06
SWAP_EUR,DiscountCurve/EUR/1/1Y,Down,-262631.05,-262620.73,10.31
SWAP_EUR,DiscountCurve/EUR/2/2Y,Down,-262631.05,-262610.35,20.69
SWAP_EUR,DiscountCurve/EUR/3/3Y,Down,-262631.05,-262596.38,34.67
SWAP_EUR,DiscountCurve/EUR/4/5Y,Down,-262631.05,-262591.36,39.69
SWAP_EUR,DiscountCurve/EUR/5/7Y,Down,-262631.05,-262666.51,-35.47
SWAP_EUR,DiscountCurve/EUR/6/10Y,Down,-262631.05,-262852.49,-221.44
SWAP_EUR,DiscountCurve/EUR/7/15Y,Down,-262631.05,-263046.71,-415.67
SWAP_EUR,DiscountCurve/EUR/8/20Y,Down,-262631.05,-262858.98,-227.93
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/0/6M,Up,-262631.05,-262619.40,11.64
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/1/1Y,Up,-262631.05,-262628.24,2.81
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/2/2Y,Up,-262631.05,-262624.47,6.58
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/3/3Y,Up,-262631.05,-262625.22,5.82
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/4/5Y,Up,-262631.05,-262658.98,-27.93
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/5/7Y,Up,-262631.05,-262792.47,-161.42
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/6/10Y,Up,-262631.05,-263162.47,-531.42
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/7/15Y,Up,-262631.05,-263579.19,-948.14
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/8/20Y,Up,-262631.05,-279980.51,-17349.46
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/0/6M,Down,-262631.05,-262642.74,-11.69
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/1/1Y,Down,-262631.05,-262634.00,-2.95
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/2/2Y,Down,-262631.05,-262638.02,-6.97
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/3/3Y,Down,-262631.05,-262637.53,-6.48
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/4/5Y,Down,-262631.05,-262604.35,26.69
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/5/7Y,Down,-262631.05,-262471.64,159.41
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/6/10Y,Down,-262631.05,-262102.18,528.87
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/7/15Y,Down,-262631.05,-261686.93,944.12
SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/8/20Y,Down,-262631.05,-245285.05,17346.00
SWAP_EUR,DiscountCurve/EUR/0/6M:DiscountCurve/EUR/1/1Y,Cross,-262631.05,-262641.30,-10.26
SWAP_EUR,DiscountCurve/EUR/0/6M:DiscountCurve/EUR/2/2Y,Cross,-262631.05,-262651.68,-20.63
SWAP_EUR,DiscountCurve/EUR/0/6M:DiscountCurve/EUR/3/3Y,Cross,-262631.05,-262665.65,-34.60
SWAP_EUR,DiscountCurve/EUR/0/6M:DiscountCurve/EUR/4/5Y,Cross,-262631.05,-262670.66,-39.62
SWAP_EUR,DiscountCurve/EUR/0/6M:DiscountCurve/EUR/5/7Y,Cross,-262631.05,-262595.53,35.51
SWAP_EUR,DiscountCurve/EUR/0/6M:DiscountCurve/EUR/6/10Y,Cross,-262631.05,-262409.69,221.35
SWAP_EUR,DiscountCurve/EUR/0/6M:DiscountCurve/EUR/7/15Y,Cross,-262631.05,-262215.73,415.31
SWAP_EUR,DiscountCurve/EUR/0/6M:DiscountCurve/EUR/8/20Y,Cross,-262631.05,-262403.35,227.70
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EONIA/0/6M,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EONIA/1/1Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EONIA/2/2Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EONIA/3/3Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EONIA/4/5Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EONIA/5/7Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EONIA/6/10Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EONIA/7/15Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EONIA/8/20Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-3M/0/6M,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-3M/1/1Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-3M/2/2Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-3M/3/3Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-3M/4/5Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-3M/5/7Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-3M/6/10Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-3M/7/15Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-3M/8/20Y,Cross,-262631.05,-262630.99,0.06
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-6M/0/6M,Cross,-262631.05,-262619.32,11.72
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-6M/1/1Y,Cross,-262631.05,-262628.18,2.87
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-6M/2/2Y,Cross,-262631.05,-262624.41,6.63
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-6M/3/3Y,Cross,-262631.05,-262625.17,5.88
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-6M/4/5Y,Cross,-262631.05,-262658.92,-27.88
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-6M/5/7Y,Cross,-262631.05,-262792.41,-161.37
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-6M/6/10Y,Cross,-262631.05,-263162.41,-531.36
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-6M/7/15Y,Cross,-262631.05,-263579.13,-948.09
SWAP_EUR,DiscountCurve/EUR/0/6M:IndexCurve/EUR-EURIBOR-6M/8/20Y,Cross,-262631.05,-279980.45,-17349.41
SWAP_EUR,DiscountCurve/EUR/1/1Y:DiscountCurve/EUR/2/2Y,Cross,-262631.05,-262662.05,-31.00
SWAP_EUR,DiscountCurve/EUR/1/1Y:DiscountCurve/EUR/3/3Y,Cross,-262631.05,-262676.02,-44.97
SWAP_EUR,DiscountCurve/EUR/1/1Y:DiscountCurve/EUR/4/5Y,Cross,-262631.05,-262681.03,-49.99
SWAP_EUR,DiscountCurve/EUR/1/1Y:DiscountCurve/EUR/5/7Y,Cross,-262631.05,-262605.90,25.14
SWAP_EUR,DiscountCurve/EUR/1/1Y:DiscountCurve/EUR/6/10Y,Cross,-262631.05,-262420.06,210.98
SWAP_EUR,DiscountCurve/EUR/1/1Y:DiscountCurve/EUR/7/15Y,Cross,-262631.05,-262226.10,404.94
SWAP_EUR,DiscountCurve/EUR/1/1Y:DiscountCurve/EUR/8/20Y,Cross,-262631.05,-262413.71,217.33
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EONIA/0/6M,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EONIA/1/1Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EONIA/2/2Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EONIA/3/3Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EONIA/4/5Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EONIA/5/7Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EONIA/6/10Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EONIA/7/15Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EONIA/8/20Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-3M/0/6M,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-3M/1/1Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-3M/2/2Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-3M/3/3Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-3M/4/5Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-3M/5/7Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-3M/6/10Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-3M/7/15Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-3M/8/20Y,Cross,-262631.05,-262641.36,-10.31
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-6M/0/6M,Cross,-262631.05,-262629.76,1.28
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-6M/1/1Y,Cross,-262631.05,-262638.48,-7.43
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-6M/2/2Y,Cross,-262631.05,-262634.73,-3.68
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-6M/3/3Y,Cross,-262631.05,-262635.54,-4.49
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-6M/4/5Y,Cross,-262631.05,-262669.29,-38.25
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-6M/5/7Y,Cross,-262631.05,-262802.78,-171.73
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-6M/6/10Y,Cross,-262631.05,-263172.78,-541.73
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-6M/7/15Y,Cross,-262631.05,-263589.50,-958.45
SWAP_EUR,DiscountCurve/EUR/1/1Y:IndexCurve/EUR-EURIBOR-6M/8/20Y,Cross,-262631.05,-279990.82,-17359.78
SWAP_EUR,DiscountCurve/EUR/2/2Y:DiscountCurve/EUR/3/3Y,Cross,-262631.05,-262686.39,-55.35
SWAP_EUR,DiscountCurve/EUR/2/2Y:DiscountCurve/EUR/4/5Y,Cross,-262631.05,-262691.41,-60.36
SWAP_EUR,DiscountCurve/EUR/2/2Y:DiscountCurve/EUR/5/7Y,Cross,-262631.05,-262616.28,14.77
SWAP_EUR,DiscountCurve/EUR/2/2Y:DiscountCurve/EUR/6/10Y,Cross,-262631.05,-262430.44,200.61
SWAP_EUR,DiscountCurve/EUR/2/2Y:DiscountCurve/EUR/7/15Y,Cross,-262631.05,-262236.48,394.57
SWAP_EUR,DiscountCurve/EUR/2/2Y:DiscountCurve/EUR/8/20Y,Cross,-262631.05,-262424.09,206.96
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EONIA/0/6M,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EONIA/1/1Y,Cross,-262631.05,-262651.74,-20.69
